Freq.	V(vo)/V(vi)
1.61406415215393e+07	1.16824184199989e+01
1.65128403545108e+07	1.14941896086371e+01
1.68936219920183e+07	1.13045334975607e+01
1.72831843512157e+07	1.11134862484064e+01
1.76817299131730e+07	1.09210848881089e+01
1.80894658281190e+07	1.07273674282986e+01
1.85066040231107e+07	1.05323729944503e+01
1.89333613121859e+07	1.03361419635960e+01
1.93699595090555e+07	1.01387161085843e+01
1.98166255423946e+07	9.94013875048404e+00
2.00000000000000e+07	9.85959119364113e+00
